,0,1,2,3,4,5,6,7,8,9
0,0.35507246376811596,0.057971014492753624,0.050724637681159424,0.050724637681159424,0.014492753623188406,0.036231884057971016,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.41304347826086957
1,0.22727272727272727,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.0,0.015151515151515152,0.0,0.0,0.6666666666666666
2,0.33540372670807456,0.09937888198757763,0.024844720496894408,0.062111801242236024,0.043478260869565216,0.018633540372670808,0.037267080745341616,0.024844720496894408,0.012422360248447204,0.3416149068322981
3,0.32275862068965516,0.09655172413793103,0.04827586206896552,0.030344827586206897,0.022068965517241378,0.027586206896551724,0.015172413793103448,0.016551724137931035,0.005517241379310344,0.41517241379310343
4,0.35436893203883496,0.061488673139158574,0.05339805825242718,0.021035598705501618,0.024271844660194174,0.01779935275080906,0.025889967637540454,0.016181229773462782,0.009708737864077669,0.41585760517799353
5,0.3925233644859813,0.056074766355140186,0.037383177570093455,0.037383177570093455,0.0,0.009345794392523364,0.028037383177570093,0.04672897196261682,0.009345794392523364,0.38317757009345793
6,0.3771551724137931,0.07543103448275862,0.0603448275862069,0.04525862068965517,0.021551724137931036,0.032327586206896554,0.023706896551724137,0.010775862068965518,0.00646551724137931,0.34698275862068967
7,0.3231292517006803,0.08163265306122448,0.05442176870748299,0.03741496598639456,0.04421768707482993,0.030612244897959183,0.017006802721088437,0.013605442176870748,0.017006802721088437,0.38095238095238093
8,0.309375,0.0796875,0.05,0.0296875,0.028125,0.021875,0.0234375,0.01875,0.0171875,0.421875
9,0.3445692883895131,0.05805243445692884,0.05056179775280899,0.033707865168539325,0.024344569288389514,0.026217228464419477,0.020599250936329586,0.016853932584269662,0.0149812734082397,0.4101123595505618
10,0.33766233766233766,0.09415584415584416,0.05194805194805195,0.05194805194805195,0.03571428571428571,0.022727272727272728,0.032467532467532464,0.01948051948051948,0.006493506493506494,0.3474025974025974
11,0.27040816326530615,0.061224489795918366,0.030612244897959183,0.05612244897959184,0.01020408163265306,0.015306122448979591,0.0,0.00510204081632653,0.015306122448979591,0.5357142857142857
12,0.3575949367088608,0.07911392405063292,0.03481012658227848,0.022151898734177215,0.028481012658227847,0.02531645569620253,0.02531645569620253,0.02531645569620253,0.012658227848101266,0.38924050632911394
13,0.3306693306693307,0.08191808191808192,0.04395604395604396,0.04395604395604396,0.023976023976023976,0.02197802197802198,0.014985014985014986,0.012987012987012988,0.02097902097902098,0.4045954045954046
14,0.2847682119205298,0.05518763796909492,0.04525386313465784,0.03532008830022075,0.025386313465783666,0.02759381898454746,0.019867549668874173,0.02097130242825607,0.01545253863134658,0.47019867549668876
15,0.2770949720670391,0.06368715083798883,0.0446927374301676,0.02905027932960894,0.024581005586592177,0.0223463687150838,0.01452513966480447,0.012290502793296089,0.01899441340782123,0.49273743016759775
16,0.3558823529411765,0.07352941176470588,0.026470588235294117,0.041176470588235294,0.04411764705882353,0.020588235294117647,0.01764705882352941,0.008823529411764706,0.01764705882352941,0.3941176470588235
17,0.2819314641744548,0.08411214953271028,0.0514018691588785,0.037383177570093455,0.029595015576323987,0.0264797507788162,0.03115264797507788,0.021806853582554516,0.012461059190031152,0.4236760124610592
18,0.2975206611570248,0.09917355371900827,0.024793388429752067,0.024793388429752067,0.024793388429752067,0.008264462809917356,0.008264462809917356,0.008264462809917356,0.049586776859504134,0.45454545454545453
19,0.43137254901960786,0.0392156862745098,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.29411764705882354
20,0.27835051546391754,0.1134020618556701,0.07216494845360824,0.030927835051546393,0.061855670103092786,0.0,0.041237113402061855,0.07216494845360824,0.030927835051546393,0.29896907216494845
21,0.3,0.07209302325581396,0.06279069767441861,0.04186046511627907,0.037209302325581395,0.01627906976744186,0.023255813953488372,0.02558139534883721,0.023255813953488372,0.39767441860465114
22,0.30687830687830686,0.07407407407407407,0.031746031746031744,0.05291005291005291,0.015873015873015872,0.010582010582010581,0.037037037037037035,0.005291005291005291,0.015873015873015872,0.4497354497354497
23,0.3125948406676783,0.07738998482549317,0.048558421851289835,0.030349013657056147,0.02276176024279211,0.018209408194233688,0.01669195751138088,0.019726858877086494,0.015174506828528073,0.4385432473444613
24,0.3110236220472441,0.05905511811023622,0.04330708661417323,0.04461942257217848,0.03543307086614173,0.027559055118110236,0.01968503937007874,0.01968503937007874,0.01706036745406824,0.4225721784776903
25,0.3855421686746988,0.07228915662650602,0.07228915662650602,0.04819277108433735,0.03614457831325301,0.0,0.0,0.024096385542168676,0.0,0.3614457831325301
26,0.30787037037037035,0.07175925925925926,0.05787037037037037,0.03009259259259259,0.027777777777777776,0.027777777777777776,0.011574074074074073,0.018518518518518517,0.023148148148148147,0.4236111111111111
27,0.3111432706222865,0.0694645441389291,0.056439942112879886,0.03183791606367583,0.024602026049204053,0.020260492040520984,0.017366136034732273,0.024602026049204053,0.013024602026049204,0.4312590448625181
28,0.2492753623188406,0.08115942028985507,0.04927536231884058,0.057971014492753624,0.043478260869565216,0.03768115942028986,0.017391304347826087,0.014492753623188406,0.02318840579710145,0.4260869565217391
29,0.3090909090909091,0.04727272727272727,0.02909090909090909,0.025454545454545455,0.01818181818181818,0.01090909090909091,0.014545454545454545,0.0036363636363636364,0.01818181818181818,0.5236363636363637
30,0.3145833333333333,0.04791666666666667,0.04791666666666667,0.04375,0.022916666666666665,0.025,0.0020833333333333333,0.0020833333333333333,0.008333333333333333,0.48541666666666666
31,0.2144702842377261,0.09560723514211886,0.05167958656330749,0.03359173126614987,0.03875968992248062,0.03359173126614987,0.028423772609819122,0.00516795865633075,0.023255813953488372,0.4754521963824289
